387.6,0.08
258.4,0.27
258.4,0.14
258.4,0.07
258.4,0.5
258.4,0.08
387.6,0.12
301.46,0.09
409.13,0.07
387.6,0.23
409.13,0.13
301.46,0.1
279.93,0.22
279.93,0.38
279.93,0.09
279.93,0.27
409.13,0.08
409.13,0.07
409.13,0.12
279.93,0.44
279.93,0.07
279.93,0.66
258.4,0.21
258.4,0.09
258.4,0.27
409.13,0.07
258.4,0.14
258.4,0.22
387.6,0.08
236.87,0.23
236.87,0.13
236.87,0.12
387.6,0.1
193.8,0.09
236.87,0.1
301.46,0.09
473.73,0.16
387.6,0.19
559.86,0.07
387.6,0.38
172.27,0.16
279.93,0.13
172.27,0.08
344.53,0.12
473.73,0.1
473.73,0.07
344.53,0.12
279.93,0.21
279.93,0.13
172.27,0.12
279.93,0.41
172.27,0.24
172.27,0.2
344.53,0.09
172.27,0.53
215.33,0.13
215.33,0.41
236.87,0.07
236.87,0.12
301.46,0.08
387.6,0.09
301.46,0.12
387.6,0.08
559.86,0.14
559.86,0.07
559.86,0.07
172.27,0.13
279.93,0.1
473.73,0.2
473.73,0.2
344.53,0.23
236.87,0.09
236.87,0.08
279.93,0.13
172.27,0.19
279.93,0.1
279.93,0.48
215.33,0.07
215.33,0.23
215.33,0.13
409.13,0.21
387.6,0.07
236.87,0.09
301.46,0.07
301.46,0.07
279.93,1.14
279.93,0.08
409.13,0.12
279.93,0.19
279.93,0.66
409.13,0.1
279.93,0.22
279.93,0.29
279.93,0.31
258.4,0.46
258.4,0.63
409.13,0.08
258.4,0.07
387.6,0.07
258.4,0.07
409.13,0.14
236.87,0.16
387.6,0.12
236.87,0.12
409.13,0.21
279.93,0.21
279.93,0.07
279.93,0.28
409.13,0.1
387.6,0.08
279.93,0.45
279.93,0.2
279.93,0.19
279.93,0.08
279.93,0.44
279.93,0.12
279.93,0.44
258.4,0.13
258.4,0.59
258.4,0.26
258.4,0.49
387.6,0.12
387.6,0.12
236.87,0.14
387.6,0.07
236.87,0.07
387.6,0.21
236.87,0.1
387.6,0.15
236.87,0.07
279.93,0.2
172.27,0.08
279.93,0.13
279.93,0.29
279.93,0.17
279.93,0.07
258.4,0.08
279.93,0.07
236.87,0.12
236.87,0.07
215.33,0.07
215.33,0.14
172.27,0.07
344.53,0.15
258.4,0.28
258.4,0.08
172.27,0.2
258.4,0.07
172.27,0.21
172.27,0.12
258.4,0.28
172.27,0.1
236.87,0.17
236.87,0.16
236.87,0.14
193.8,0.07
193.8,0.09
301.46,0.12
301.46,0.08
193.8,0.14
172.27,0.14
236.87,0.08
172.27,0.14
172.27,0.35
279.93,0.07
236.87,0.07
172.27,0.09
258.4,0.12
172.27,0.07
279.93,0.1
172.27,0.12
236.87,0.21
215.33,0.07
215.33,0.2
172.27,0.19
258.4,0.43
172.27,0.17
258.4,0.33
258.4,0.1
172.27,0.19
258.4,0.24
258.4,0.14
839.79,0.08
258.4,0.17
172.27,0.16
624.46,0.16
839.79,0.16
344.53,0.09
624.46,0.2
839.79,0.19
258.4,0.08
839.79,0.2
559.86,0.28
559.86,0.27
559.86,0.26
839.79,0.15
559.86,0.14
839.79,0.21
796.73,0.09
559.86,0.24
559.86,0.19
796.73,0.1
559.86,0.24
559.86,0.26
839.79,0.21
796.73,0.09
839.79,0.07
796.73,0.12
796.73,0.07
516.8,0.08
516.8,0.15
839.79,0.2
796.73,0.09
624.46,0.14
516.8,0.12
839.79,0.08
624.46,0.24
839.79,0.17
839.79,0.19
559.86,0.23
559.86,0.33
559.86,0.27
559.86,0.23
796.73,0.12
839.79,0.2
796.73,0.09
559.86,0.26
559.86,0.62
559.86,0.3
839.79,0.1
796.73,0.13
516.8,0.15
796.73,0.07
624.46,0.15
796.73,0.31
516.8,0.33
559.86,0.22
559.86,0.31
344.53,0.13
